시점	국고채|잔액	환율|달러	통화량|M2	KOSDAQ|거래대금	KOSDAQ|종가	KOSPI|거래대금	KOSPI|종가	경기종합지수|동행지수순환변동치	경기종합지수|선행지수순환변동치	제조업|가동률	제조업|재고율	설비투자지수	수출|금액지수	수출|물량지수	순상품교역조건지수	기업경기실사지수|수출전망	기업경기실사지수|업황전망	기업경기실사지수|가동률전망	경제심리지수	실업률	고용률	소비자물가지수	생산자물가지수
201807	597937.2	1118.7		3444042057.0	775.52	5510769121.0	2295.26	100.6	100.9	74.4	94.641	96.2	120.82	102.55	99.33	95.0	81.0	96.0	98.2	3.8	60.6	98.59	100.8
201808	602560.2	1112.9		3537042718.0	816.97	5226406640.0	2322.88	100.5	100.5	74.7	92.193	96.0	122.18	103.72	99.73	98.0	79.0	89.0	97.8	4.6	60.4	99.462	101.25
201809	579104.0	1109.3		4708190054.0	822.27	6069409401.0	2343.07	100.2	100.3	73.1	93.743	93.1	119.68	101.3	100.32	103.0	82.0	90.0	97.3	4.1	60.6	100.221	101.54
201810	583313.0	1139.6		3463212404.0	648.67	6101581920.0	2029.69	100.1	100.1	74.9	92.672	97.8	129.67	109.95	98.65	94.0	79.0	89.0	96.9	4.0	60.7	100.041	101.19
201811	583311.0	1121.2		3131747838.0	695.76	5292702019.0	2096.86	100.0	99.7	73.3	97.33	92.8	120.19	104.09	95.88	96.0	78.0	87.0	96.5	3.8	60.9	99.33	100.49
201812	567044.0	1115.7		3222944963.0	675.65	5249589178.0	2041.04	99.8	99.4	71.9	102.963	90.1	109.28	97.01	98.18	91.0	76.0	91.0	96.1	3.6	60.8	98.988	100.0
201901	579016.0	1112.7		3733430725.0	716.86	5603161406.0	2204.85	100.0	99.3	73.2	96.463	96.9	108.17	97.87	99.14	94.0	74.0	89.0	95.8	3.9	60.8	98.884	99.89
201902	584671.0	1124.7		3984754977.0	731.25	5618904451.0	2195.44	99.4	99.1	70.0	100.161	85.9	93.06	84.33	99.26	95.0	71.0	86.0	95.7	3.9	60.8	99.311	99.99
201903	584006.0	1135.1		4465254100.0	729.31	4921997259.0	2140.67	99.3	99.2	71.7	97.078	91.1	109.55	99.53	97.39	84.0	80.0	91.0	95.5	3.8	60.9	99.121	100.34
201904	591668.0	1168.2		4250137175.0	754.74	5378292213.0	2203.59	99.1	99.2	73.6	99.049	98.6	111.99	101.89	96.72	81.0	77.0	90.0	95.3	4.1	60.7	99.481	100.63
201905	600687.0	1190.9		4330151822.0	696.47	5382849069.0	2041.74	99.5	99.0	72.9	100.343	94.2	108.19	99.23	95.16	85.0	74.0	95.0	95.2	3.8	60.8	99.652	100.74
201906	599552.0	1154.7		4299245726.0	690.53	4600446734.0	2130.62	99.5	98.7	72.7	99.476	90.1	102.12	95.23	94.39	89.0	71.0	88.0	95.0	3.9	60.8	99.491	100.46
201907	607631.0	1183.1		4164650140.0	630.18	4429029428.0	2024.55	99.5	98.4	75.6	100.035	94.7	108.6	101.95	96.49	77.0	71.0	88.0	94.8	4.0	60.8	99.187	100.46
201908	613509.0	1211.2		3993774982.0	610.55	4662803372.0	1967.79	99.7	98.3	73.3	96.535	95.3	102.84	97.58	95.13	77.0	71.0	83.0	94.5	3.6	61.0	99.425	100.69
201909	607015.0	1196.2		3977294844.0	621.76	4520648433.0	2063.05	99.8	98.4	75.2	98.551	93.0	104.26	99.05	96.33	82.0	76.0	83.0	93.9	3.6	61.0	99.794	100.75
201910	614467.0	1163.4		5334850305.0	658.52	4421096325.0	2083.48	99.8	98.7	74.2	97.699	96.6	109.34	104.79	95.36	84.0	72.0	88.0	93.0	3.5	61.1	100.041	100.51
201911	618913.0	1181.2		5028634829.0	632.99	5317097831.0	2087.96	99.7	98.9	72.7	99.054	95.0	105.2	101.45	95.5	84.0	74.0	86.0	91.3	3.6	61.1	99.481	100.37
201912	611533.0	1156.4		4097961021.0	669.83	5065497517.0	2197.67	100.1	99.2	74.4	94.49	99.4	108.23	104.47	95.5	84.0	74.0	88.0	88.9	3.5	61.5	99.719	100.65
202001	623544.0	1191.8		5446726228.0	642.48	6434673036.0	2119.01	100.3	99.3	73.4	101.0	90.7	97.78	94.82	94.18	79.0	77.0	87.0	85.7	3.5	61.7	100.09	101.02
202002	636336.0	1213.7		6592052707.0	610.73	7582885795.0	1987.01	99.6	99.3	69.6	106.2	99.9	96.15	93.99	93.36	93.0	76.0	88.0	81.9	3.4	61.5	100.16	100.69
202003	645928.0	1217.4		8395579260.0	569.07	10096721372.0	1754.64	98.4	98.9	73.2	98.2	100.0	108.98	109.44	94.42	87.0	71.0	82.0	78.1	3.8	60.0	99.94	99.8
202004	663871.0	1218.2		9977487779.0	645.18	10802955492.0	1947.56	97.3	98.6	69.9	105.0	100.2	85.86	88.44	99.56	70.0	48.0	60.0	75.2	3.9	59.3	99.5	98.93
202005	674636.1	1238.5		10266231605.0	713.68	9957334428.0	2029.6	96.3	98.2	63.5	114.7	96.4	81.1	84.51	104.66	57.0	47.0	55.0	73.7	4.3	59.5	99.44	98.96
202006	679020.1	1203.0		10955733761.0	737.97	13074635374.0	2108.33	96.4	98.5	68.2	105.3	100.8	91.64	93.89	103.2	52.0	51.0	51.0	73.9	4.2	59.7	99.71	99.47
202007	691892.1	1191.3		10824312834.0	815.3	13033438296.0	2249.37	96.6	98.8	70.1	102.6	103.0	99.41	100.98	101.02	57.0	55.0	59.0	75.4	4.2	59.8	99.63	99.69
202008	704673.1	1187.8		14806172366.0	848.24	16197444324.0	2326.17	97.0	99.4	70.3	103.2	96.4	93.29	93.99	101.53	81.0	59.0	69.0	77.9	3.7	60.0	100.19	100.18
202009	707681.1	1169.5		14276170313.0	848.15	14195647235.0	2327.89	97.6	99.7	73.7	96.0	113.9	112.33	112.43	101.79	74.0	66.0	72.0	80.9	4.1	59.8	100.74	100.38
202010	721585.1	1135.1		10184119987.0	792.65	10847026941.0	2267.15	97.9	100.0	73.6	93.5	94.9	105.56	104.99	102.67	78.0	64.0	75.0	84.2	4.2	59.9	100.18	99.98
202011	734881.1	1106.5		12309366858.0	886.11	15249273649.0	2591.34	98.5	100.5	73.7	93.0	98.5	109.25	107.15	103.05	91.0	72.0	85.0	87.6	4.1	60.2	100.09	100.06
202012	726766.1	1086.3		15437948552.0	968.42	18199005254.0	2873.47	98.4	100.8	74.0	94.3	105.4	118.65	113.85	102.71	81.0	70.0	88.0	90.9	4.2	59.8	100.33	100.84
202101	741793.1	1118.8		15618644360.0	928.73	26477822193.0	2976.21	98.1	101.2	73.6	94.6	111.7	108.86	102.34	100.69	93.0	71.0	84.0	94.0	4.7	59.1	101.04	101.96
202102	758006.1	1123.5		13273780925.0	913.94	19095421884.0	3012.95	98.2	101.5	75.7	93.4	106.8	105.87	97.56	99.42	108.0	76.0	98.0	97.0	4.1	59.9	101.58	102.8
202103	769339.1	1131.8		11045720765.0	956.17	15133624634.0	3061.42	98.6	101.9	74.7	93.1	109.1	125.1	113.14	97.77	110.0	78.0	106.0	99.7	3.9	60.3	101.84	103.89
202104	786706.1	1112.3		12453312213.0	983.45	15736822410.0	3147.86	99.4	102.3	73.6	92.6	118.2	121.87	106.35	98.96	123.0	86.0	108.0	102.0	3.8	60.4	101.98	104.88
202105	806153.1	1110.9		9409770735.0	981.78	15976395846.0	3203.92	99.6	102.7	72.9	93.8	107.4	120.86	103.78	100.19	128.0	90.0	111.0	103.8	3.8	60.4	102.05	105.45
202106	807725.1	1126.1		10449704085.0	1029.96	16947706695.0	3296.68	99.6	103.0	73.6	92.5	114.8	128.8	108.56	99.33	130.0	91.0	107.0	105.2	3.7	60.6	102.05	106.01
202107	819921.1	1150.3		12523526729.0	1031.14	13814302198.0	3202.32	99.6	102.9	75.4	93.8	118.6	130.69	108.37	97.77	123.0	93.0	106.0	106.2	3.3	60.6	102.26	107.04
202108	835510.1	1159.5		11931408443.0	1038.33	15521821110.0	3199.27	99.5	102.7	75.1	99.6	109.8	126.02	104.43	96.5	119.0	87.0	100.0	106.9	3.2	60.7	102.75	107.6
202109	831745.1	1184.0		10887622991.0	1003.27	14061364479.0	3068.82	99.6	102.3	74.8	102.2	104.3	133.18	109.73	97.24	121.0	91.0	105.0	107.3	3.1	60.9	103.17	108.0
202110	840936.1	1168.6		10926637040.0	992.33	11753813928.0	2970.68	99.7	101.9	75.1	102.6	98.9	132.29	108.03	96.1	120.0	90.0	103.0	107.6	3.2	60.9	103.35	109.12
202111	849977.1	1187.9		12599877645.0	965.63	11717785820.0	2839.01	100.0	101.5	76.2	101.3	109.5	138.64	113.23	92.75	120.0	87.0	103.0	107.6	3.1	61.0	103.87	109.9
202112	843660.1	1188.8		11222767614.0	1033.98	9919548905.0	2977.65	100.7	101.4	79.4	102.3	111.1	144.75	119.29	92.05	123.0	85.0	103.0	107.4	3.5	61.2	104.04	109.88
202201	857891.1	1205.5		9368232570.0	872.87	11282725350.0	2663.34	101.2	101.5	80.0	99.2	116.1	133.66	110.81	93.69	115.0	82.0	102.0	107.0	3.3	61.3	104.85	111.04
202202	872635.2	1202.3		7709877157.0	881.07	10950191761.0	2699.18	101.2	101.3	77.6	102.8	107.2	127.41	104.07	91.98	112.0	84.0	101.0	106.3	2.8	62.0	105.42	111.57
202203	884103.2	1212.1		8807031471.0	944.53	11079648342.0	2757.65	101.0	101.1	78.3	100.5	104.5	152.14	119.92	91.76	115.0	89.0	98.0	105.5	2.8	61.8	106.1	113.27
202204	904252.2	1255.9		7690923009.0	904.75	10866695631.0	2695.05	100.7	101.0	76.3	102.1	103.8	139.04	108.06	88.44	104.0	82.0	92.0	104.4	2.8	62.0	106.83	115.1
202205	925422.2	1237.2		7306915625.0	893.36	9558870835.0	2685.9	100.9	101.2	74.7	101.3	114.2	145.18	112.0	89.98	107.0	88.0	96.0	103.2	2.9	62.2	107.5	115.92
202206	914182.8	1298.4		7315555026.0	745.44	8909180224.0	2332.64	101.0	101.2	76.2	110.0	112.7	137.94	105.95	89.42	118.0	88.0	104.0	101.8	2.9	62.1	108.21	116.57
202207	923610.9	1299.1		6069721552.0	803.62	7246269183.0	2451.5	101.2	100.9	75.4	109.5	115.1	140.66	111.64	86.82	104.0	81.0	98.0	100.4	3.0	62.2	108.73	116.9
202208	936371.1	1337.6		6474280629.0	807.04	7789312251.0	2472.05	101.6	100.8	72.8	108.0	122.9	135.14	110.25	88.12	111.0	79.0	100.0	98.9	2.6	62.3	108.63	116.45
202209	933073.5	1430.2		6196383743.0	672.65	7695649651.0	2155.49	101.6	100.7	72.7	107.6	112.6	136.49	114.1	87.6	102.0	75.0	94.0	97.5	2.8	62.2	108.82	116.53
202210	940725.4	1424.3		5303791775.0	695.33	7586422055.0	2293.61	101.5	100.7	70.8	109.2	122.1	123.64	104.68	88.89	84.0	73.0	92.0	96.2	2.8	62.2	109.16	117.13
202211	950014.4	1318.8		5592436675.0	729.54	8743686438.0	2472.53	101.1	100.3	71.0	115.8	117.8	122.79	106.08	88.09	80.0	73.0	97.0	95.1	2.8	62.2	109.07	116.75
202212	937507.4	1264.5		5122123780.0	679.29	6645815217.0	2236.4	100.5	99.9	68.5	117.8	115.8	127.09	111.74	87.46	78.0	71.0	82.0	94.1	3.0	62.2	109.26	116.27
202301	950169.1	1231.9		6173064753.0	740.49	6968211605.0	2425.08	100.0	99.5	71.4	119.6	100.3	109.39	96.62	88.72	80.0	69.0	93.0	93.5	2.9	62.1	110.07	116.69
202302	964057.3	1322.6		9629796297.0	791.6	8018755474.0	2412.85	100.2	99.2	69.1	118.9	114.6	118.24	104.97	87.73	71.0	69.0	90.0	93.1	2.6	62.5	110.33	116.91
202303	958061.9	1301.9		12738185131.0	847.52	8934824146.0	2476.86	100.6	99.1	72.3	113.4	108.7	131.25	116.69	87.05	76.0	70.0	82.0	92.9	2.6	62.7	110.52	117.05
202304	975632.2	1337.7		13814473254.0	842.83	12590473590.0	2501.53	100.8	98.9	71.2	124.5	108.3	116.47	104.27	87.96	77.0	73.0	73.0	93.0	2.6	62.6	110.77	116.96
202305	997230.6	1327.2		8909873439.0	856.94	9133884639.0	2577.12	100.9	99.0	73.5	118.5	107.8	123.81	111.96	87.27	80.0	74.0	90.0	93.1	2.5	62.8	111.13	116.53
202306	993163.4	1317.7		9093877497.0	868.24	10029634059.0	2564.28	100.9	99.4	71.9	110.5	112.3	125.27	114.35	89.22	74.0	72.0	81.0	93.2	2.6	62.7	111.16	116.27
202307	1003676.4	1274.6		12827217702.0	935.97	14190170134.0	2632.58	100.7	99.7	70.5	119.0	101.9	118.78	108.35	90.85	70.0	70.0	82.0	93.3	2.8	62.5	111.29	116.53
202308	1018233.4	1321.8		12122407441.0	928.4	10825608165.0	2556.27	100.6	99.8	73.0	119.2	103.4	122.63	110.4	91.48	77.0	71.0	83.0	93.4	2.5	62.6	112.28	117.5
202309	1004398.4	1349.3		10740691977.0	841.02	8337975018.0	2465.07	100.5	99.8	73.9	113.5	110.6	129.76	115.68	91.11	70.0	69.0	74.0	93.4	2.7	62.7	112.85	118.03
202310	1012456.9	1350.5		6581818688.0	736.1	8386827227.0	2277.99	100.6	100.0	73.2	115.3	108.1	126.28	112.56	89.48	66.0	72.0	74.0	93.3	2.5	62.7	113.27	117.86
202311	1017147.4	1290.0		7597110135.0	831.68	8220679834.0	2535.29	100.7	100.1	73.2	112.7	108.7	131.52	118.45	88.92	77.0	64.0	81.0	93.3	2.8	62.6	112.68	117.41
202312	998003.4	1288.0		9575284011.0	866.57	9287409749.0	2655.28	100.5	100.3	71.7	107.1	110.1	131.17	119.06	89.03	88.0	67.0	76.0	93.4	3.2	62.6	112.73	117.56
202401	1013714.4	1334.6		10496127343.0	799.24	8874860767.0	2497.09	100.6	100.4	72.3	112.3	103.6	126.58	113.46	90.95	89.0	72.0	90.0	93.4	2.9	62.8	113.17	118.19
202402	1026948.4	1331.5		11080264096.0	862.96	11334298910.0	2642.36	100.6	100.5	73.5	110.7	112.8	122.48	108.92	91.34	88.0	70.0	82.0	93.5	2.7	62.9	113.78	118.55
202403	1019995.4	1347.2		11192432513.0	905.5	11547595369.0	2746.63	100.4	100.4	71.5	110.3	105.9	132.73	117.14	91.8	92.0	69.0	82.0	93.5	2.8	62.8	113.95	118.82
202404	1039190.5	1382.0		8962664956.0	868.93	11158897141.0	2692.06	100.3	100.6	73.7	108.4	108.0	131.47	114.05	92.66	93.0	71.0	78.0	93.6	2.8	62.9	114.01	119.16
202405	1053255.5	1384.5		9258637545.0	839.98	11750739427.0	2636.52	100.0	100.7	72.9	109.9	103.3	136.08	118.56	91.35	101.0	73.0	94.0	93.6	2.8	62.7	114.1	119.25
202406	1052919.5	1376.7		8792247381.0	840.44	12965000880.0	2797.82	99.9	100.8	73.5	106.7	106.5	135.16	117.9	92.09	93.0	73.0	87.0	93.5	2.8	62.7	113.84	119.23
202407	1066233.5	1376.5		7437685567.0	803.15	12033673147.0	2770.69	99.5	100.8	70.8	113.1	122.1	136.35	118.18	93.0	88.0	74.0	89.0	93.3	2.6	62.6	114.13	119.56
202408	1074579.5	1336.0		7549513692.0	767.66	10645586185.0	2674.31	99.4	100.7	73.5	109.3	110.9	132.3	115.69	91.83	100.0	74.0	91.0	92.9	2.5	62.7	114.54	119.38
202409	1054687.5	1307.8		6327299152.0	763.88	10343202267.0	2593.27	99.5	100.7	73.3	106.6	117.2	135.66	119.92	92.35	99.0	71.0	94.0	92.3	2.5	62.8	114.65	119.16
202410	1062174.5	1379.9		6079841438.0	743.06	9706859692.0	2556.15	99.7	100.7	73.1	111.0	113.2	133.9	119.0	92.96	95.0	70.0	89.0	91.6	2.7	62.7	114.69	119.01
202411	1066484.5	1394.7		6970264592.0	678.19	9921373046.0	2455.91	99.4	100.7	71.1	113.6	111.3	131.0	116.72	92.84	94.0	71.0	85.0	90.7	2.7	62.6	114.4	119.1
202412	1047136.5	1472.5		6543837674.0	678.19	8735347388.0	2399.49	99.3	100.5	73.2	103.5	119.3	141.3	126.83	93.25	103.0	67.0	85.0	90.0	3.7	62.3	114.91	119.52
202501	1063794.5	1452.7		6938929960.0	728.29	9617794267.0	2517.37	98.9	100.2	73.4	110.5	98.8	112.8	101.44	93.89	91.0	65.0	84.0	89.4	2.9	62.9	115.71	120.27
202502	1085400.5	1463.4		8958801853.0	743.96	12219407363.0	2532.78	99.1	100.3	72.7	106.7	119.8	123.73	111.74	92.26	91.0	65.0	76.0	89.2	2.7	63.0	116.08	120.33
202503	1079741.5	1472.9		6486052261.0	672.85	10687312074.0	2481.12	99.3	100.5	74.5	103.2	119.2	133.8	120.94	92.61	93.0	64.0	89.0	89.2	2.9	63.0	116.29	120.36
202504	1107743.5	1421.0		6312898844.0	717.24	7911381046.0	2556.61	99.5	100.8	73.8	102.2	118.5	135.61	123.05	93.65	86.0	66.0	85.0	89.5	2.7	63.1	116.38	120.14
202505	1118647.5	1380.1		6417071243.0	734.35	8930710841.0	2697.67	99.1	100.8	71.3	104.5	112.0	133.4	121.31	94.54	95.0	63.0	88.0	90.0	2.7	62.9	116.27	119.64
202506	1117685.4	1350.0		7158802213.0	781.5	15199792508.0	3071.7	99.1	101.0	72.5	102.5	107.2	138.96	125.88	95.77	97.0	71.0	86.0	90.7	2.6	62.8	116.31	119.77
202507	1136544.0	1387.0		5905898688.0	805.24	12959761958.0	3245.44	99.0	101.6	72.5	101.9	115.3	142.23	128.02	94.74	83.0	71.0	88.0	91.4	2.5	62.8	116.52	120.19
202508	1154025.4	1390.1		5033411775.0	796.91	10392976989.0	3186.01	99.2	102.1	74.7	100.1	113.8	134.92	121.96	94.35	83.0	67.0	81.0	92.1	2.6	62.8	116.45	120.11
202509	1154961.4	1402.9		7691339114.0	841.99	11554245029.0	3424.6	99.4	102.2	73.6	105.4	128.0	151.94	137.25	95.3	86.0	73.0	87.0	92.8	2.5	63.1	117.06	120.54
202510	1166783.4	1424.4		8884789881.0	900.42	18083811492.0	4107.5	99.0	102.2	70.8	106.0	110.0	133.05	117.75	96.54	85.0	69.0	83.0	93.5	2.6	62.8	117.42	120.94
202511	1178877.4	1470.6		9479499317.0	912.67	17433431315.0	3926.59	98.6	102.5	70.9	104.9	111.7	142.9	125.01	98.24	88.0	73.0	86.0	94.2	2.7	62.8	117.2	121.31
202512		1439.0											162.25	141.88	98.3	94.0	73.0	84.0	94.9	4.0	62.4	117.57	
202601																93.0	71.0	88.0					
